"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize","IUCN_frq","IUCN_year","realm","elevation","NPP","ave_temp","Tree_mean","sampling_effort_t"
"Rusa unicolor","C","XSBN_MLU","G",2,177522.9,1,0,1,-999,-999,"3","2015","Indo-Malay",200.67,3906.29,21.46,19.16,497
"Pardofelis marmorata","C","XSBN_MLU","S",1,2854.25,1,0,2,-999,-999,"9","2016","Indo-Malay",200.67,3906.29,21.46,19.16,497
"Petaurista alborufus","C","XSBN_MLU","Ar",4,4290,1,0,-999,-999,-999,"3","2016","Indo-Malay",200.67,3906.29,21.46,19.16,497
"Lutra lutra","C","XSBN_MLU","G",4,8785.14,1,1,2.01,-999,-999,"5","2015","Indo-Malay",200.67,3906.29,21.46,19.16,497
"Lutrogale perspicillata","C","XSBN_MLU","G",4,9483.33,0,1,3.24,-999,-999,"8","2015","Indo-Malay",200.67,3906.29,21.46,19.16,497
"Muntiacus muntjak","A","XSBN_MS","G",2,15925.79,1,1,1,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Ursus thibetanus","B","XSBN_MS","G",5,77500,0,1,1.5,-999,-999,"6","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Paguma larvata","B","XSBN_MS","G",3,4300,1,0,2.16,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Sus scrofa","B","XSBN_MS","G",5,96118.09,1,0,4.52,-999,13,"3","2019","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Paradoxurus hermaphroditus","B","XSBN_MS","Ar",4,3156.66,1,0,3.29,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Prionailurus bengalensis","B","XSBN_MS","S",3,3300,1,1,2.5,-999,-999,"4","2015","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Macaca leonina","B","XSBN_MS","S",3,5786.96,0,1,-999,-999,-999,"3","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Arctictis binturong","C","XSBN_MS","Ar",5,9875,1,0,2.5,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Viverra zibetha","C","XSBN_MS","G",6,9500,1,1,2.89,-999,-999,"4","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Manis pentadactyla","C","XSBN_MS","S",1,4675,1,0,1,-999,1,"4","2019","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Arctonyx collaris","C","XSBN_MS","G",5,6356,1,0,3,-999,-999,"1","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Rhizomys pruinosus","C","XSBN_MS","G",3,2450,1,0,3,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Hystrix brachyura","C","XSBN_MS","G",2,8450,1,0,1.41,1,1,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Arctogalidia trivirgata","C","XSBN_MS","Ar",4,2250,1,0,2.79,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Macaca assamensis","C","XSBN_MS","S",4,12000,0,1,-999,-999,21,"4","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Vulpes vulpes","C","XSBN_MS","G",3,5476.17,1,0,4.59,-999,-999,"5","2021","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Rhizomys sinensis","C","XSBN_MS","G",3,865,1,0,3,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Trachypithecus phayrei","C","XSBN_MS","Ar",2,8400,0,1,1,-999,12.9,"3","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Petaurista elegans","C","XSBN_MS","Ar",4,997,1,0,1,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Prionodon pardicolor","C","XSBN_MS","S",3,512,1,0,2,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Lepus peguensis","C","XSBN_MS","G",1,2267.5,1,0,-999,-999,-999,"3","2019","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Nycticebus bengalensis","C","XSBN_MS","Ar",4,1137.36,1,0,-999,-999,-999,"3","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Martes flavigula","C","XSBN_MS","Ar",5,1842.5,0,1,3.53,-999,-999,"5","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Hylobates lar","C","XSBN_MS","Ar",3,4892,0,1,1.01,-999,3.2,"4","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Atherurus macrourus","C","XSBN_MS","G",2,2000,1,0,1.5,-999,-999,"4","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Macaca mulatta","C","XSBN_MS","S",4,3713,0,1,1.01,48.9,38.5,"4","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Cuon alpinus","C","XSBN_MS","G",2,14173.33,0,1,4.3,-999,-999,"8","2015","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Petaurista philippensis","C","XSBN_MS","Ar",4,1676,1,0,-999,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Ratufa bicolor","C","XSBN_MS","Ar",5,2050,0,1,1.5,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Mustela strigidorsa","C","XSBN_MS","G",1,1500,1,1,-999,-999,-999,"4","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Petaurista petaurista","C","XSBN_MS","Ar",4,1660.13,1,0,1,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Viverricula indica","C","XSBN_MS","G",5,2908.43,1,1,3.74,1.5,1.5,"3","2015","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Melogale personata","C","XSBN_MS","G",3,1702.5,1,0,2.5,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Capricornis sumatraensis","C","XSBN_MS","G",1,110942.22,0,1,1.22,-999,-999,"1","2020","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Bandicota indica","C","XSBN_MS","G",2,719.96,1,0,6.12,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Melogale moschata","C","XSBN_MS","G",3,805.25,1,0,2,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Felis chaus","C","XSBN_MS","G",2,7392.98,1,1,2.94,-999,-999,"4","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Rhizomys sumatrensis","C","XSBN_MS","G",3,1625,1,0,4,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Manis javanica","C","XSBN_MS","Ar",1,5150,1,0,1,-999,-999,"4","2019","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Neofelis nebulosa","C","XSBN_MS","S",1,19675.75,0,1,2.25,1,1,"9","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Rusa unicolor","C","XSBN_MS","G",2,177522.9,1,0,1,-999,-999,"3","2015","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Pardofelis marmorata","C","XSBN_MS","S",1,2854.25,1,0,2,-999,-999,"9","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Petaurista alborufus","C","XSBN_MS","Ar",4,4290,1,0,-999,-999,-999,"3","2016","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Lutra lutra","C","XSBN_MS","G",4,8785.14,1,1,2.01,-999,-999,"5","2015","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Lutrogale perspicillata","C","XSBN_MS","G",4,9483.33,0,1,3.24,-999,-999,"8","2015","Indo-Malay",209.5,3494.36,19.66,20.46,1432
"Muntiacus muntjak","A","XSBN_NBH","G",2,15925.79,1,1,1,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Arctonyx collaris","A","XSBN_NBH","G",5,6356,1,0,3,-999,-999,"1","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Herpestes urva","A","XSBN_NBH","G",5,1863.2,1,1,3,-999,-999,"3","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Naemorhedus goral","A","XSBN_NBH","G",2,28500,0,1,1,12,12,"2","2008","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Macaca mulatta","B","XSBN_NBH","S",4,3713,0,1,1.01,48.9,38.5,"4","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Macaca leonina","B","XSBN_NBH","S",3,5786.96,0,1,-999,-999,-999,"3","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Rusa unicolor","B","XSBN_NBH","G",2,177522.9,1,0,1,-999,-999,"3","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Sus scrofa","B","XSBN_NBH","G",5,96118.09,1,0,4.52,-999,13,"3","2019","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Hystrix brachyura","B","XSBN_NBH","G",2,8450,1,0,1.41,1,1,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Paguma larvata","B","XSBN_NBH","G",3,4300,1,0,2.16,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Prionailurus bengalensis","B","XSBN_NBH","S",3,3300,1,1,2.5,-999,-999,"4","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Melogale moschata","B","XSBN_NBH","G",3,805.25,1,0,2,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Martes flavigula","B","XSBN_NBH","Ar",5,1842.5,0,1,3.53,-999,-999,"5","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Capricornis sumatraensis","B","XSBN_NBH","G",1,110942.22,0,1,1.22,-999,-999,"1","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Macaca arctoides","C","XSBN_NBH","S",4,5000,0,1,1.01,-999,-999,"5","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Arctictis binturong","C","XSBN_NBH","Ar",5,9875,1,0,2.5,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Viverra zibetha","C","XSBN_NBH","G",6,9500,1,1,2.89,-999,-999,"4","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Manis pentadactyla","C","XSBN_NBH","S",1,4675,1,0,1,-999,1,"4","2019","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Rhizomys pruinosus","C","XSBN_NBH","G",3,2450,1,0,3,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Nyctereutes procyonoides","C","XSBN_NBH","G",5,4040,1,0,6.36,-999,-999,"4","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Macaca assamensis","C","XSBN_NBH","S",4,12000,0,1,-999,-999,21,"4","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Vulpes vulpes","C","XSBN_NBH","G",3,5476.17,1,0,4.59,-999,-999,"5","2021","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Rhizomys sinensis","C","XSBN_NBH","G",3,865,1,0,3,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Trachypithecus phayrei","C","XSBN_NBH","Ar",2,8400,0,1,1,-999,12.9,"3","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Petaurista elegans","C","XSBN_NBH","Ar",4,997,1,0,1,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Prionodon pardicolor","C","XSBN_NBH","S",3,512,1,0,2,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Nycticebus bengalensis","C","XSBN_NBH","Ar",4,1137.36,1,0,-999,-999,-999,"3","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Atherurus macrourus","C","XSBN_NBH","G",2,2000,1,0,1.5,-999,-999,"4","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Cuon alpinus","C","XSBN_NBH","G",2,14173.33,0,1,4.3,-999,-999,"8","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Elaphodus cephalophus","C","XSBN_NBH","G",1,33500,1,1,1,-999,-999,"3","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Petaurista philippensis","C","XSBN_NBH","Ar",4,1676,1,0,-999,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Ratufa bicolor","C","XSBN_NBH","Ar",5,2050,0,1,1.5,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Mustela strigidorsa","C","XSBN_NBH","G",1,1500,1,1,-999,-999,-999,"4","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Petaurista petaurista","C","XSBN_NBH","Ar",4,1660.13,1,0,1,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Viverricula indica","C","XSBN_NBH","G",5,2908.43,1,1,3.74,1.5,1.5,"3","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Elephas maximus","C","XSBN_NBH","G",1,2915040,1,1,1.41,-999,7.75,"8","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Bandicota indica","C","XSBN_NBH","G",2,719.96,1,0,6.12,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Catopuma temminckii","C","XSBN_NBH","G",2,11500,1,0,1.5,-999,-999,"8","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Felis chaus","C","XSBN_NBH","G",2,7392.98,1,1,2.94,-999,-999,"4","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Rhizomys sumatrensis","C","XSBN_NBH","G",3,1625,1,0,4,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Manis javanica","C","XSBN_NBH","Ar",1,5150,1,0,1,-999,-999,"4","2019","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Neofelis nebulosa","C","XSBN_NBH","S",1,19675.75,0,1,2.25,1,1,"9","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Ursus thibetanus","C","XSBN_NBH","G",5,77500,0,1,1.5,-999,-999,"6","2020","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Paradoxurus hermaphroditus","C","XSBN_NBH","Ar",4,3156.66,1,0,3.29,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Lepus comus","C","XSBN_NBH","G",1,1460,1,0,2.44,-999,-999,"3","2019","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Pardofelis marmorata","C","XSBN_NBH","S",1,2854.25,1,0,2,-999,-999,"9","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Petaurista alborufus","C","XSBN_NBH","Ar",4,4290,1,0,-999,-999,-999,"3","2016","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Lutra lutra","C","XSBN_NBH","G",4,8785.14,1,1,2.01,-999,-999,"5","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Lutrogale perspicillata","C","XSBN_NBH","G",4,9483.33,0,1,3.24,-999,-999,"8","2015","Indo-Malay",205.5,3446.58,19.52,16.27,1866
"Mustela frenata","A","EMML_TNCC","G",1,147,1,1,6.5,-999,-999,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Odocoileus virginianus","B","EMML_TNCC","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Canis latrans","B","EMML_TNCC","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",125.5,3058.73,15.34,20.23,4531
"Procyon lotor","B","EMML_TNCC","G",4,5524.97,1,0,3.06,-999,-999,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Lynx rufus","B","EMML_TNCC","G",1,8904.1,1,0,2.76,-999,-999,"4","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Sciurus carolinensis","B","EMML_TNCC","Ar",3,506.5,0,1,2.98,-999,1,"4","2018","Nearctic",125.5,3058.73,15.34,20.23,4531
"Ursus americanus","B","EMML_TNCC","G",4,99949.36,1,0,2.39,-999,-999,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Sylvilagus floridanus","B","EMML_TNCC","G",1,1172.79,1,0,4.62,-999,-999,"3","2019","Nearctic",125.5,3058.73,15.34,20.23,4531
"Didelphis virginiana","B","EMML_TNCC","S",4,2195.48,1,0,8.62,-999,1,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Mephitis mephitis","B","EMML_TNCC","G",5,2085.02,1,0,5.7,-999,-999,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Urocyon cinereoargenteus","B","EMML_TNCC","G",5,3833.72,1,0,3.71,-999,-999,"4","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Sciurus niger","B","EMML_TNCC","Ar",3,761.9,0,1,-999,-999,-999,"4","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Vulpes vulpes","B","EMML_TNCC","G",3,5476.17,1,0,4.59,-999,-999,"5","2021","Nearctic",125.5,3058.73,15.34,20.23,4531
"Sylvilagus palustris","C","EMML_TNCC","G",1,1500,1,0,2.96,-999,-999,"3","2019","Nearctic",125.5,3058.73,15.34,20.23,4531
"Marmota monax","C","EMML_TNCC","G",3,3801.72,0,1,4.1,-999,1,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Sylvilagus obscurus","C","EMML_TNCC","G",1,1218.45,1,0,-999,-999,-999,"3","2019","Nearctic",125.5,3058.73,15.34,20.23,4531
"Castor canadensis","C","EMML_TNCC","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Lontra canadensis","C","EMML_TNCC","G",2,8087.42,1,0,2.67,-999,-999,"4","2015","Nearctic",125.5,3058.73,15.34,20.23,4531
"Ondatra zibethicus","C","EMML_TNCC","G",2,1065.75,1,0,6.55,-999,-999,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Neovison vison","C","EMML_TNCC","G",4,1150,1,0,-999,-999,-999,"3","2016","Nearctic",125.5,3058.73,15.34,20.23,4531
"Tamias striatus","A","EMML_CARL","G",4,111.91,0,1,-999,-999,-999,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Glaucomys volans","A","EMML_CARL","Ar",3,63.87,1,0,3.13,-999,-999,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Procyon lotor","B","EMML_CARL","G",4,5524.97,1,0,3.06,-999,-999,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Didelphis virginiana","B","EMML_CARL","S",4,2195.48,1,0,8.62,-999,1,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Sciurus carolinensis","B","EMML_CARL","Ar",3,506.5,0,1,2.98,-999,1,"4","2018","Nearctic",169.5,3385.29,12.88,27.71,1596
"Ursus americanus","B","EMML_CARL","G",4,99949.36,1,0,2.39,-999,-999,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Odocoileus virginianus","B","EMML_CARL","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Lynx rufus","B","EMML_CARL","G",1,8904.1,1,0,2.76,-999,-999,"4","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Urocyon cinereoargenteus","B","EMML_CARL","G",5,3833.72,1,0,3.71,-999,-999,"4","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Canis latrans","B","EMML_CARL","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",169.5,3385.29,12.88,27.71,1596
"Sylvilagus floridanus","B","EMML_CARL","G",1,1172.79,1,0,4.62,-999,-999,"3","2019","Nearctic",169.5,3385.29,12.88,27.71,1596
"Vulpes vulpes","B","EMML_CARL","G",3,5476.17,1,0,4.59,-999,-999,"5","2021","Nearctic",169.5,3385.29,12.88,27.71,1596
"Mephitis mephitis","B","EMML_CARL","G",5,2085.02,1,0,5.7,-999,-999,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Marmota monax","B","EMML_CARL","G",3,3801.72,0,1,4.1,-999,1,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Sciurus niger","C","EMML_CARL","Ar",3,761.9,0,1,-999,-999,-999,"4","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Castor canadensis","C","EMML_CARL","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Lontra canadensis","C","EMML_CARL","G",2,8087.42,1,0,2.67,-999,-999,"4","2015","Nearctic",169.5,3385.29,12.88,27.71,1596
"Ondatra zibethicus","C","EMML_CARL","G",2,1065.75,1,0,6.55,-999,-999,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Neovison vison","C","EMML_CARL","G",4,1150,1,0,-999,-999,-999,"3","2016","Nearctic",169.5,3385.29,12.88,27.71,1596
"Cephalophus harveyi","B","EMML_AS","G",3,11999.97,1,0,1,-999,2,"3","2016","Afrotropical",120.25,3794.28,25.59,11.54,1105
"Herpestes sanguineus","B","EMML_AS","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",120.25,3794.28,25.59,11.54,1105
"Bdeogale omnivora","B","EMML_AS","G",3,1549.99,1,0,0.96,-999,-999,"2","2016","Afrotropical",120.25,3794.28,25.59,11.54,1105
"Nesotragus moschatus","B","EMML_AS","G",2,6499.95,1,0,1,-999,1.5,"6","2016","Afrotropical",120.25,3794.28,25.59,11.54,1105
"Paragalago cocos","C","EMML_AS",NA,NA,NA,NA,NA,NA,NA,NA,"2","2019","Afrotropical",120.25,3794.28,25.59,11.54,1105
"Smutsia temminckii","C","EMML_AS","G",1,7179.93,1,0,1,-999,1,"4","2019","Afrotropical",120.25,3794.28,25.59,11.54,1105
"Otospermophilus variegatus","B","EMML_CHIR","G",3,691.64,0,1,4.93,-999,-999,"3","2016","Nearctic",194.5,1809.07,13.25,15.74,3692
"Neotamias dorsalis","B","EMML_CHIR","G",2,71.1,0,1,4.99,-999,-999,"3","2016","Nearctic",194.5,1809.07,13.25,15.74,3692
"Xerospermophilus spilosoma","C","EMML_CHIR","G",3,89,0,1,6.94,-999,-999,"3","2016","Nearctic",194.5,1809.07,13.25,15.74,3692
"Bos gaurus","B","EMML_DYTP","G",1,8e+05,0,1,1.22,-999,40,"9","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Muntiacus vaginalis","B","EMML_DYTP","G",2,15925.79,1,1,1,-999,-999,"2","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Aonyx cinereus","C","EMML_DYTP","G",3,3527.59,1,0,1.47,-999,-999,"8","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Bos gaurus","B","EMML_DYTP","G",1,8e+05,0,1,1.22,-999,40,"9","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Muntiacus vaginalis","B","EMML_DYTP","G",2,15925.79,1,1,1,-999,-999,"2","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Bos gaurus","B","EMML_HKK","G",1,8e+05,0,1,1.22,-999,40,"9","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Muntiacus vaginalis","B","EMML_HKK","G",2,15925.79,1,1,1,-999,-999,"2","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Bubalus arnee","C","EMML_HKK",NA,NA,NA,NA,NA,NA,NA,NA,"8","2019","Indo-Malay",208,3488.37,24.67,20.77,3329
"Aonyx cinereus","C","EMML_HKK","G",3,3527.59,1,0,1.47,-999,-999,"8","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Canis rufus","C","EMML_ICTS",NA,NA,NA,NA,NA,NA,NA,NA,"9","2018",NA,NA,NA,NA,NA,NA
"Neotamias townsendii","C","EMML_LEAF","G",2,74.78,0,1,3.75,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Cervus canadensis","C","EMML_LEAF",NA,NA,NA,NA,NA,NA,NA,NA,"2","2018","Nearctic",0,2319.04,10.15,18.31,6024
"Tragelaphus oryx","B","EMML_MKS","G",2,680000,0,1,-999,50,50,"3","2016","Afrotropical",206,2292.48,9.38,20.93,5806
"Herpestes sanguineus","B","EMML_MKS","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",206,2292.48,9.38,20.93,5806
"Nesotragus moschatus","B","EMML_MKS","G",2,6499.95,1,0,1,-999,1.5,"6","2016","Afrotropical",206,2292.48,9.38,20.93,5806
"Hylomyscus endorobae","C","EMML_MKS",NA,NA,NA,NA,NA,NA,NA,NA,"1","2019","Afrotropical",206,2292.48,9.38,20.93,5806
"Gerbillus harwoodi","C","EMML_MKS","G",3,23.63,1,0,-999,-999,-999,"4","2016","Afrotropical",206,2292.48,9.38,20.93,5806
"Lepus victoriae","C","EMML_MKS","G",1,1763.61,1,0,1.56,-999,-999,"3","2019","Afrotropical",206,2292.48,9.38,20.93,5806
"Cephalophus harveyi","C","EMML_MKS","G",3,11999.97,1,0,1,-999,2,"3","2016","Afrotropical",206,2292.48,9.38,20.93,5806
"Smutsia temminckii","C","EMML_MKS","G",1,7179.93,1,0,1,-999,1,"4","2019","Afrotropical",206,2292.48,9.38,20.93,5806
"Canis lupaster","C","EMML_MKS","G",1,32183.33,1,0,4.98,-999,-999,"1","2019","Afrotropical",206,2292.48,9.38,20.93,5806
"Canis rufus","B","EMML_NCCC",NA,NA,NA,NA,NA,NA,NA,NA,"9","2018","Nearctic",138.44,2753.63,15.12,17.06,80991
"Xerospermophilus tereticaudus","B","EMML_OPRI","G",3,156.5,0,1,6.32,-999,-999,"4","2016","Nearctic",185.37,708.84,21.45,1.8,4869
"Otospermophilus variegatus","B","EMML_OPRI","G",3,691.64,0,1,4.93,-999,-999,"3","2016","Nearctic",185.37,708.84,21.45,1.8,4869
"Mazama nemorivaga","B","EMML_PA","G",3,16633.17,1,1,1,-999,1,"2","2016",NA,NA,NA,NA,NA,NA
"Herpailurus yagouaroundi","B","EMML_PA","G",3,6875,0,1,2.5,-999,-999,"8","2015",NA,NA,NA,NA,NA,NA
"Saimiri cassiquiarensis","C","EMML_PA","Ar",5,743.24,0,1,1,-999,34.85,"1","2020",NA,NA,NA,NA,NA,NA
"Hylaeamys perenensis","C","EMML_PA","G",4,57.93,1,1,-999,-999,-999,"2","2016",NA,NA,NA,NA,NA,NA
"Sapajus apella","C","EMML_PA","Ar",6,2500,0,1,1.05,-999,7.9,"2","2021",NA,NA,NA,NA,NA,NA
"Lagothrix lagothricha","C","EMML_PA","Ar",4,6299.99,0,1,1.01,-999,33,"1","2020",NA,NA,NA,NA,NA,NA
"Euryoryzomys macconnelli","C","EMML_PA","G",4,58,1,1,-999,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Cebus yuracus","C","EMML_PA","Ar",6,2629,0,1,1.01,-999,25,"4","2020",NA,NA,NA,NA,NA,NA
"Plecturocebus discolor","C","EMML_PA","Ar",3,1005,0,1,-999,-999,-999,"4","2018",NA,NA,NA,NA,NA,NA
"Cebuella pygmaea","C","EMML_PA","Ar",3,125,0,1,1.93,-999,6,"3","2021",NA,NA,NA,NA,NA,NA
"Marmosa regina","C","EMML_PA","S",2,118.6,1,0,-999,-999,-999,"4","2015",NA,NA,NA,NA,NA,NA
"Pattonomys occasius","C","EMML_PA","S",2,322.29,1,0,-999,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
